시,주소,규모,층,임대료
경남,진주중앙시장,중대형,2층,6.8
경남,진주중앙시장,중대형,3층,4.4
경남,진주중앙시장,중대형,4층,3.7
경남,진주중앙시장,중대형,5층,2.8
경남,진주중앙시장,중대형,6층이상,3
경남,진해석동,중대형,1층,16.3
경남,진해석동,중대형,2층,6.6
경남,진해석동,중대형,3층,4.8
경남,창원시청,중대형,지하1층,4.8
경남,창원시청,중대형,1층,17.5
경남,창원시청,중대형,2층,7.2
경남,창원시청,중대형,3층,7.4
경남,창원시청,중대형,4층,7.6
경남,창원시청,중대형,5층,8.2
경남,창원시청,중대형,6층이상,2.7
경남,창원역,중대형,지하1층,3.8
경남,창원역,중대형,1층,11.6
경남,창원역,중대형,2층,6
경남,창원역,중대형,3층,5.7
경남,창원역,중대형,4층,4.5
경남,창원역,중대형,5층,3.7
경남,창원역,중대형,6층이상,4.1
경남,창원월영동,중대형,지하1층,3.8
경남,창원월영동,중대형,1층,14.7
경남,창원월영동,중대형,2층,6.9
경남,창원월영동,중대형,3층,5.1
경남,창원월영동,중대형,4층,4.3
경남,창원월영동,중대형,5층,4.3
경남,창원의창구청,중대형,지하1층,2.5
경남,창원의창구청,중대형,1층,10.5
경남,창원의창구청,중대형,2층,4.8
경남,창원의창구청,중대형,3층,4.2
경남,창원의창구청,중대형,4층,4.5
경남,창원의창구청,중대형,5층,3.1
경남,통영 강구안,중대형,지하1층,4.2
경남,통영 강구안,중대형,1층,15
경남,통영 강구안,중대형,2층,6.3
경남,통영 강구안,중대형,3층,4.9
경남,통영 강구안,중대형,4층,3.3
경남,평거동,중대형,1층,30
경남,평거동,중대형,2층,9.4
경남,평거동,중대형,3층,5.7
경남,평거동,중대형,4층,8
경남,평거동,중대형,5층,8.5
경남,활천동,중대형,1층,9.7
경남,활천동,중대형,2층,4.9
경남,활천동,중대형,3층,4
제주,광양사거리,중대형,지하1층,4.8
제주,광양사거리,중대형,1층,12.9
제주,광양사거리,중대형,2층,6.2
제주,광양사거리,중대형,3층,5.3
제주,광양사거리,중대형,4층,5.3
제주,광양사거리,중대형,5층,5.7
제주,광양사거리,중대형,6층이상,6.2
제주,노형오거리,중대형,지하1층,5.5
제주,노형오거리,중대형,1층,20.1
제주,노형오거리,중대형,2층,9.6
제주,노형오거리,중대형,3층,5.6
제주,노형오거리,중대형,4층,6.6
제주,노형오거리,중대형,5층,6
제주,서귀포도심,중대형,지하1층,3.9
제주,서귀포도심,중대형,1층,12.6
제주,서귀포도심,중대형,2층,6.1
제주,서귀포도심,중대형,3층,4.8
제주,서귀포도심,중대형,4층,4
제주,서귀포도심,중대형,5층,7.3
제주,중앙사거리,중대형,지하1층,2.5
제주,중앙사거리,중대형,1층,10.6
제주,중앙사거리,중대형,2층,4.9
제주,중앙사거리,중대형,3층,4.1
제주,중앙사거리,중대형,4층,4.1
제주,중앙사거리,중대형,5층,4.5
제주,중앙사거리,중대형,6층이상,5.3
서울,남대문,집합,지하1층,137.8
서울,남대문,집합,1층,178.1
서울,남대문,집합,2층,134.6
서울,남대문,집합,3층,107.4
서울,동대문,집합,지하1층,21.9
서울,동대문,집합,1층,95.2
서울,동대문,집합,2층,56.3
서울,동대문,집합,3층,39.3
서울,동대문,집합,4층,26.5
서울,동대문,집합,5층,8.2
서울,동대문,집합,6층이상,7.4
서울,을지로,집합,지하1층,6.6
서울,을지로,집합,1층,50.7
서울,을지로,집합,2층,18.4
서울,을지로,집합,3층,11.4
서울,을지로,집합,4층,6.8
서울,을지로,집합,5층,14.2
서울,을지로,집합,6층이상,14.3
서울,종로,집합,지하1층,16.1
서울,종로,집합,1층,44.7
서울,종로,집합,2층,24.3
서울,종로,집합,3층,18.9
서울,종로,집합,4층,7.4
서울,종로,집합,5층,7.1
서울,종로,집합,6층이상,5.6
서울,강남대로,집합,지하1층,45.6
서울,강남대로,집합,1층,73.1
서울,강남대로,집합,2층,38.1
서울,강남대로,집합,3층,26.5
서울,강남대로,집합,4층,26.5
서울,강남대로,집합,5층,25.1
서울,강남대로,집합,6층이상,24.7
서울,교대역,집합,지하1층,13.4
서울,교대역,집합,1층,37.2
서울,교대역,집합,2층,21.6
서울,교대역,집합,3층,19.6
서울,교대역,집합,4층,16.6
서울,교대역,집합,5층,16.7
서울,교대역,집합,6층이상,9
서울,남부터미널,집합,지하1층,17.6
서울,남부터미널,집합,1층,26.8
서울,남부터미널,집합,2층,18.4
서울,남부터미널,집합,3층,15.3
서울,남부터미널,집합,4층,12.3
서울,남부터미널,집합,5층,14.8
서울,남부터미널,집합,6층이상,16.4
서울,논현역,집합,지하1층,13.3
서울,논현역,집합,1층,54.1
서울,논현역,집합,2층,23.2
서울,논현역,집합,3층,20.6
서울,논현역,집합,4층,19.9
서울,논현역,집합,5층,20
서울,논현역,집합,6층이상,22.8
서울,도산대로,집합,지하1층,18.9
서울,도산대로,집합,1층,62.9
서울,도산대로,집합,2층,34.3
서울,도산대로,집합,3층,33.4
서울,도산대로,집합,4층,25.4
서울,도산대로,집합,5층,25
서울,도산대로,집합,6층이상,26.1
서울,신사역,집합,지하1층,21.5
서울,신사역,집합,1층,70.2
서울,신사역,집합,2층,29.9
서울,신사역,집합,3층,27.1
서울,신사역,집합,4층,27
서울,신사역,집합,5층,24
서울,신사역,집합,6층이상,24.4
서울,압구정,집합,지하1층,19.7
서울,압구정,집합,1층,63
서울,압구정,집합,2층,33
서울,압구정,집합,3층,25.6
서울,압구정,집합,4층,22.5
서울,압구정,집합,5층,18.8
서울,압구정,집합,6층이상,25.7
서울,청담,집합,지하1층,15
서울,청담,집합,1층,72.9
서울,청담,집합,2층,28
서울,청담,집합,3층,16.4
서울,청담,집합,4층,15
서울,청담,집합,5층,14.9
서울,테헤란로,집합,지하1층,15.1
서울,테헤란로,집합,1층,76
서울,테헤란로,집합,2층,28.6
서울,테헤란로,집합,3층,22.6
서울,테헤란로,집합,4층,22.3
서울,테헤란로,집합,5층,23.3
서울,테헤란로,집합,6층이상,22.3
서울,한티역,집합,지하1층,7.9
서울,한티역,집합,1층,56.3
서울,한티역,집합,2층,23.8
서울,한티역,집합,3층,23.4
서울,당산역,집합,지하1층,6.9
서울,당산역,집합,1층,29.9
서울,당산역,집합,2층,14.9
서울,당산역,집합,3층,14.5
서울,당산역,집합,4층,12
서울,당산역,집합,5층,11.5
서울,당산역,집합,6층이상,9.4
서울,신촌/이대,집합,지하1층,15.3
서울,신촌/이대,집합,1층,74.5
서울,신촌/이대,집합,2층,25.9
서울,신촌/이대,집합,3층,21.3
서울,신촌/이대,집합,4층,16.9
서울,신촌/이대,집합,5층,15.8
서울,신촌/이대,집합,6층이상,14.3
서울,여의도,집합,지하1층,8.9
서울,여의도,집합,1층,53.6
서울,여의도,집합,2층,23.2
서울,여의도,집합,3층,19.1
서울,여의도,집합,4층,15.1
서울,여의도,집합,5층,13.7
서울,여의도,집합,6층이상,19
서울,영등포역,집합,지하1층,7.3
서울,영등포역,집합,1층,37.1
서울,영등포역,집합,2층,16
서울,영등포역,집합,3층,10.5
서울,영등포역,집합,4층,12.1
서울,영등포역,집합,5층,9.7
서울,영등포역,집합,6층이상,7.5
서울,홍대/합정,집합,지하1층,26.8
서울,홍대/합정,집합,1층,33.3
서울,홍대/합정,집합,2층,33
서울,홍대/합정,집합,3층,22.6
서울,홍대/합정,집합,4층,18.3
서울,홍대/합정,집합,5층,13.5
서울,홍대/합정,집합,6층이상,9.2
서울,가락시장,집합,지하1층,13.2
서울,가락시장,집합,1층,25.3
서울,가락시장,집합,2층,15
서울,가락시장,집합,3층,9.3
서울,건대입구,집합,지하1층,14.9
서울,건대입구,집합,1층,68.9
서울,건대입구,집합,2층,25.8
서울,건대입구,집합,3층,23
서울,건대입구,집합,4층,24.9
서울,건대입구,집합,5층,23.9
서울,건대입구,집합,6층이상,18.4
서울,노원역,집합,지하1층,19.1
서울,노원역,집합,1층,86.8
서울,노원역,집합,2층,24.6
서울,노원역,집합,3층,20.9
서울,노원역,집합,4층,14.7
서울,노원역,집합,5층,19.6
서울,노원역,집합,6층이상,19.1
서울,명일역,집합,지하1층,5.7
서울,명일역,집합,1층,34.3
서울,명일역,집합,2층,9
서울,명일역,집합,3층,6.8
서울,명일역,집합,4층,8.8
서울,명일역,집합,5층,5.8
서울,명일역,집합,6층이상,8.5
서울,목동,집합,1층,51.9
서울,목동,집합,2층,22.2
서울,목동,집합,3층,18.6
서울,목동,집합,4층,16.6
서울,목동,집합,5층,16.2
서울,목동,집합,6층이상,16.4
서울,불광역,집합,지하1층,20.2
서울,불광역,집합,1층,28.3
서울,불광역,집합,2층,17.5
서울,불광역,집합,3층,15.8
서울,불광역,집합,4층,16.1
서울,불광역,집합,5층,14.3
서울,불광역,집합,6층이상,7.9
서울,사당,집합,지하1층,12.6
서울,사당,집합,1층,67.5
서울,사당,집합,2층,25.7
서울,사당,집합,3층,19
서울,사당,집합,4층,25.5
서울,사당,집합,5층,24.3
서울,사당,집합,6층이상,19.9
서울,서울대입구역,집합,지하1층,15.1
서울,서울대입구역,집합,1층,51.4
서울,서울대입구역,집합,2층,22.5
서울,서울대입구역,집합,3층,20.5
서울,서울대입구역,집합,4층,21.4
서울,서울대입구역,집합,5층,21.4
서울,서울대입구역,집합,6층이상,15.9
서울,성신여대,집합,지하1층,14
서울,성신여대,집합,1층,41.2
서울,성신여대,집합,2층,21.2
서울,성신여대,집합,3층,16.2
서울,성신여대,집합,4층,12.8
서울,성신여대,집합,5층,17
서울,성신여대,집합,6층이상,18.6
서울,수유,집합,지하1층,9.8
서울,수유,집합,1층,48.7
서울,수유,집합,2층,15.7
서울,수유,집합,3층,12.5
서울,수유,집합,4층,11
서울,수유,집합,5층,9.1
서울,수유,집합,6층이상,4
서울,숙명여대,집합,지하1층,12.3
서울,숙명여대,집합,1층,24.3
서울,숙명여대,집합,2층,15.1
서울,숙명여대,집합,3층,14.3
서울,숙명여대,집합,4층,14
서울,숙명여대,집합,5층,14.1
서울,숙명여대,집합,6층이상,14.4
서울,신림역,집합,지하1층,14.1
서울,신림역,집합,1층,43.5
서울,신림역,집합,2층,19.2
서울,신림역,집합,3층,18.4
서울,신림역,집합,4층,10.9
서울,신림역,집합,5층,11.6
서울,신림역,집합,6층이상,7.4
서울,오류동역,집합,지하1층,7.7
서울,오류동역,집합,1층,44
서울,오류동역,집합,2층,17.8
서울,오류동역,집합,3층,19.2
서울,오류동역,집합,4층,7.1
서울,오류동역,집합,5층,9.6
서울,오류동역,집합,6층이상,8.1
서울,용산역,집합,지하1층,14.9
서울,용산역,집합,1층,23.3
서울,용산역,집합,2층,18.1
서울,용산역,집합,3층,16.5
서울,용산역,집합,4층,16.5
서울,용산역,집합,5층,16.3
서울,잠실/송파,집합,지하1층,11
서울,잠실/송파,집합,1층,33.4
서울,잠실/송파,집합,2층,16.8
서울,잠실/송파,집합,3층,13.5
서울,잠실/송파,집합,4층,12.2
서울,잠실/송파,집합,5층,11.3
서울,잠실/송파,집합,6층이상,12.2
서울,잠실새내역,집합,지하1층,15.4
서울,잠실새내역,집합,1층,60.8
서울,잠실새내역,집합,2층,26.8
서울,잠실새내역,집합,3층,22
서울,잠실새내역,집합,4층,20.9
서울,잠실새내역,집합,5층,21
서울,잠실새내역,집합,6층이상,17
서울,장안동,집합,지하1층,9.1
서울,장안동,집합,1층,38.2
서울,장안동,집합,2층,15.4
서울,장안동,집합,3층,9.9
서울,장안동,집합,4층,8.4
서울,장안동,집합,5층,7.7
서울,장안동,집합,6층이상,10.2
서울,천호,집합,지하1층,6.7
서울,천호,집합,1층,50.5
서울,천호,집합,2층,18.8
서울,천호,집합,3층,15
서울,천호,집합,4층,11.7
서울,천호,집합,5층,12.7
서울,천호,집합,6층이상,9.4
서울,청량리,집합,지하1층,8.1
서울,청량리,집합,1층,41.8
서울,청량리,집합,2층,20
서울,청량리,집합,3층,12.4
서울,청량리,집합,4층,10.2
서울,청량리,집합,5층,11.6
서울,청량리,집합,6층이상,8.5
서울,혜화동,집합,지하1층,17.5
서울,혜화동,집합,1층,35
서울,혜화동,집합,2층,13.2
서울,혜화동,집합,3층,10.8
서울,혜화동,집합,4층,11.5
서울,혜화동,집합,5층,10.6
서울,혜화동,집합,6층이상,12.5
서울,화곡,집합,지하1층,6.4
서울,화곡,집합,1층,33.5
서울,화곡,집합,2층,14
서울,화곡,집합,3층,11.4
서울,화곡,집합,4층,8.6
서울,화곡,집합,5층,10.1
서울,화곡,집합,6층이상,7.5
부산,광안리,집합,지하1층,9.8
부산,광안리,집합,1층,33.5
부산,광안리,집합,2층,12.4
부산,광안리,집합,3층,13.5
부산,광안리,집합,4층,13.9
부산,광안리,집합,5층,10.8
부산,광안리,집합,6층이상,8.6
부산,남포동,집합,지하1층,7
부산,남포동,집합,1층,43.5
부산,남포동,집합,2층,18
부산,남포동,집합,3층,12.8
부산,남포동,집합,4층,11.9
부산,남포동,집합,5층,13
부산,남포동,집합,6층이상,9.9
부산,동래역,집합,지하1층,12.1
부산,동래역,집합,1층,29.3
부산,동래역,집합,2층,13.6
부산,동래역,집합,3층,9.1
부산,동래역,집합,4층,11.2
부산,동래역,집합,5층,8.4
부산,동래역,집합,6층이상,9.1
부산,명지국제도시,집합,1층,24.6
부산,명지국제도시,집합,2층,8.4
부산,명지국제도시,집합,3층,6.7
부산,명지국제도시,집합,4층,6.5
부산,명지국제도시,집합,5층,6.3
부산,명지국제도시,집합,6층이상,6.1
부산,민락공원,집합,지하1층,3.2
부산,민락공원,집합,1층,22.4
부산,민락공원,집합,2층,9.8
부산,민락공원,집합,3층,9.3
부산,민락공원,집합,4층,8.8
부산,민락공원,집합,5층,8.3
부산,민락공원,집합,6층이상,7.5
부산,부전시장,집합,지하1층,15
부산,부전시장,집합,1층,57
부산,부전시장,집합,2층,20
부산,부전시장,집합,3층,18.9
부산,부전시장,집합,4층,7.3
부산,부전시장,집합,5층,14
부산,부전시장,집합,6층이상,13.5
부산,사상역,집합,지하1층,7
부산,사상역,집합,1층,9.7
부산,사상역,집합,2층,4.1
부산,사상역,집합,3층,11.3
부산,사상역,집합,4층,9.8
부산,사상역,집합,5층,9.8
부산,사상역,집합,6층이상,8.4
부산,서면/전포,집합,지하1층,5.5
부산,서면/전포,집합,1층,34
부산,서면/전포,집합,2층,17.3
부산,서면/전포,집합,3층,18
부산,서면/전포,집합,4층,15.4
부산,서면/전포,집합,5층,16.2
부산,서면/전포,집합,6층이상,14
부산,연산로터리,집합,지하1층,4.2
부산,연산로터리,집합,1층,23.3
부산,연산로터리,집합,2층,9.7
부산,연산로터리,집합,3층,7.6
부산,연산로터리,집합,4층,8.3
부산,연산로터리,집합,5층,8.1
부산,연산로터리,집합,6층이상,8
부산,온천장,집합,지하1층,3
부산,온천장,집합,1층,12.6
부산,온천장,집합,2층,6.1
부산,온천장,집합,3층,6.7
부산,온천장,집합,4층,6.5
부산,온천장,집합,5층,6.5
부산,온천장,집합,6층이상,5.3
부산,정관신도시,집합,지하1층,14.6
부산,정관신도시,집합,1층,26
부산,정관신도시,집합,2층,11.4
부산,정관신도시,집합,3층,8.8
부산,정관신도시,집합,4층,6.3
부산,정관신도시,집합,5층,5.2
부산,정관신도시,집합,6층이상,4.2
부산,해운대,집합,지하1층,6.5
부산,해운대,집합,1층,35.5
부산,해운대,집합,2층,13.9
부산,해운대,집합,3층,10.5
부산,해운대,집합,4층,8
부산,해운대,집합,5층,8
부산,해운대,집합,6층이상,6.9
부산,현대백화점주변,집합,지하1층,5.5
부산,현대백화점주변,집합,1층,25.7
부산,현대백화점주변,집합,2층,8.5
부산,현대백화점주변,집합,3층,8.3
부산,현대백화점주변,집합,4층,6.7
부산,현대백화점주변,집합,5층,6.4
부산,현대백화점주변,집합,6층이상,6.5
부산,화명역,집합,지하1층,5.8
부산,화명역,집합,1층,40.3
부산,화명역,집합,2층,10.9
부산,화명역,집합,3층,8.9
부산,화명역,집합,4층,7.3
부산,화명역,집합,5층,6.6
부산,화명역,집합,6층이상,5.8
대구,계명대,집합,지하1층,5.7
대구,계명대,집합,1층,23.7
대구,계명대,집합,2층,9.2
대구,계명대,집합,3층,6.7
대구,계명대,집합,4층,7.5
대구,계명대,집합,5층,5.7
대구,계명대,집합,6층이상,4.8
대구,대구혁신도시,집합,1층,19.5
대구,대구혁신도시,집합,2층,6
대구,대구혁신도시,집합,3층,5.6
대구,대구혁신도시,집합,4층,5.7
대구,대구혁신도시,집합,5층,5.6
대구,동성로중심,집합,지하1층,2.2
대구,동성로중심,집합,1층,29.3
대구,동성로중심,집합,2층,10.6
대구,동성로중심,집합,3층,4.8
대구,동성로중심,집합,4층,11.6
대구,동성로중심,집합,5층,8.1
대구,동성로중심,집합,6층이상,9.8
대구,상인/월배,집합,지하1층,1.5
대구,상인/월배,집합,1층,24.7
대구,상인/월배,집합,2층,9.1
대구,상인/월배,집합,3층,8.9
대구,상인/월배,집합,4층,12
대구,상인/월배,집합,5층,9.5
대구,상인/월배,집합,6층이상,7
대구,서문시장/청라언덕,집합,지하1층,6.8
대구,서문시장/청라언덕,집합,1층,25.9
대구,서문시장/청라언덕,집합,2층,8.2
대구,서문시장/청라언덕,집합,3층,7.6
대구,서문시장/청라언덕,집합,4층,7.3
대구,서문시장/청라언덕,집합,5층,6.3
대구,서문시장/청라언덕,집합,6층이상,3.8
대구,수성범어,집합,지하1층,3.3
대구,수성범어,집합,1층,20.3
대구,수성범어,집합,2층,14.6
대구,수성범어,집합,3층,10
대구,수성범어,집합,4층,9.3
대구,수성범어,집합,5층,10.1
대구,수성범어,집합,6층이상,9.1
대구,시지지구,집합,지하1층,4.8
대구,시지지구,집합,1층,20.1
대구,시지지구,집합,2층,7.7
대구,시지지구,집합,3층,6.5
대구,시지지구,집합,4층,5.3
대구,시지지구,집합,5층,5.3
대구,시지지구,집합,6층이상,4.2
대구,이시아폴리스,집합,1층,19.2
대구,이시아폴리스,집합,2층,6.9
대구,이시아폴리스,집합,3층,5.8
대구,이시아폴리스,집합,4층,5.1
대구,이시아폴리스,집합,5층,4.6
대구,이시아폴리스,집합,6층이상,4.7
대구,죽전,집합,지하1층,2.5
대구,죽전,집합,1층,18
대구,죽전,집합,2층,5.5
대구,죽전,집합,3층,5.4
대구,죽전,집합,4층,8.8
대구,죽전,집합,5층,8.5
대구,칠곡,집합,지하1층,4.8
대구,칠곡,집합,1층,31.5
대구,칠곡,집합,2층,7.8
대구,칠곡,집합,3층,6.8
대구,칠곡,집합,4층,5.8
대구,칠곡,집합,5층,4.7
대구,칠곡,집합,6층이상,4.6
대구,현풍테크노폴리스,집합,1층,20.5
대구,현풍테크노폴리스,집합,2층,6.1
대구,현풍테크노폴리스,집합,3층,6.4
대구,현풍테크노폴리스,집합,4층,5.5
대구,현풍테크노폴리스,집합,5층,5
대구,현풍테크노폴리스,집합,6층이상,5.2
인천,간석오거리,집합,지하1층,3.1
인천,간석오거리,집합,1층,21.6
인천,간석오거리,집합,2층,6.8
인천,간석오거리,집합,3층,5.4
인천,간석오거리,집합,4층,5.9
인천,간석오거리,집합,5층,4.5
인천,간석오거리,집합,6층이상,5.4
인천,계양계산,집합,1층,24
인천,계양계산,집합,2층,8.6
인천,계양계산,집합,3층,6
인천,계양계산,집합,4층,6
인천,계양계산,집합,5층,5.4
인천,계양계산,집합,6층이상,4.4
인천,구월,집합,지하1층,8.9
인천,구월,집합,1층,36.4
인천,구월,집합,2층,10.5
인천,구월,집합,3층,9.5
인천,구월,집합,4층,8.8
인천,구월,집합,5층,8
인천,구월,집합,6층이상,6.6
인천,부평,집합,지하1층,2.9
인천,부평,집합,1층,29.9
인천,부평,집합,2층,12.8
인천,부평,집합,3층,10.8
인천,부평,집합,4층,9.1
인천,부평,집합,5층,9
인천,부평,집합,6층이상,8.1
인천,송도,집합,지하1층,20.2
인천,송도,집합,1층,32.3
인천,송도,집합,2층,11.3
인천,송도,집합,3층,9.6
인천,송도,집합,4층,6.7
인천,송도,집합,5층,8.4
인천,송도,집합,6층이상,7.9
인천,신포동,집합,지하1층,2.2
인천,신포동,집합,1층,8.5
인천,신포동,집합,2층,6.2
인천,신포동,집합,3층,5.1
인천,신포동,집합,4층,5.4
인천,신포동,집합,5층,4.4
인천,신포동,집합,6층이상,6.4
인천,영종,집합,1층,35.4
인천,영종,집합,2층,11.2
인천,영종,집합,3층,10
인천,영종,집합,4층,9.1
인천,영종,집합,5층,8.7
인천,영종,집합,6층이상,8
인천,인천논현역,집합,1층,36.2
인천,인천논현역,집합,2층,9.9
인천,인천논현역,집합,3층,8.2
인천,인천논현역,집합,4층,7
인천,인천논현역,집합,5층,6.6
인천,인천논현역,집합,6층이상,6.1
인천,주안,집합,지하1층,4.4
인천,주안,집합,1층,20.9
인천,주안,집합,2층,7.8
인천,주안,집합,3층,6.2
인천,주안,집합,4층,5.4
인천,주안,집합,5층,5.3
인천,주안,집합,6층이상,5
인천,청라국제도시,집합,지하1층,22.8
인천,청라국제도시,집합,1층,27
인천,청라국제도시,집합,2층,10.3
인천,청라국제도시,집합,3층,8.4
인천,청라국제도시,집합,4층,7.3
인천,청라국제도시,집합,5층,6.7
인천,청라국제도시,집합,6층이상,7
광주,금남로/충장로,집합,지하1층,5.5
광주,금남로/충장로,집합,1층,24.9
광주,금남로/충장로,집합,2층,10.2
광주,금남로/충장로,집합,3층,9.4
광주,금남로/충장로,집합,4층,5.8
광주,금남로/충장로,집합,5층,7.8
광주,금남로/충장로,집합,6층이상,7.1
광주,봉선동,집합,지하1층,4.9
광주,봉선동,집합,1층,17.5
광주,봉선동,집합,2층,9.7
광주,봉선동,집합,3층,9
광주,봉선동,집합,4층,6.6
광주,상무지구,집합,지하1층,6.5
광주,상무지구,집합,1층,26.5
광주,상무지구,집합,2층,10.5
광주,상무지구,집합,3층,8.6
광주,상무지구,집합,4층,8.2
광주,상무지구,집합,5층,7.8
광주,상무지구,집합,6층이상,7.8
광주,송정동지구,집합,1층,18.6
광주,송정동지구,집합,2층,8.1
광주,송정동지구,집합,3층,7.5
광주,송정동지구,집합,4층,5.9
광주,수완지구,집합,1층,27.2
광주,수완지구,집합,2층,11
광주,수완지구,집합,3층,8.8
광주,수완지구,집합,4층,7.9
광주,수완지구,집합,5층,6.8
광주,수완지구,집합,6층이상,6
광주,첨단1지구,집합,지하1층,3.6
광주,첨단1지구,집합,1층,19
광주,첨단1지구,집합,2층,4.1
광주,첨단1지구,집합,3층,3.7
광주,첨단1지구,집합,4층,5.9
광주,첨단1지구,집합,5층,7
광주,첨단2지구,집합,1층,18.1
광주,첨단2지구,집합,2층,7.8
광주,첨단2지구,집합,3층,6.6
광주,첨단2지구,집합,4층,6.7
광주,첨단2지구,집합,5층,4.9
광주,첨단2지구,집합,6층이상,4.9
대전,가수원,집합,1층,20.4
대전,가수원,집합,2층,8.8
대전,가수원,집합,3층,7.5
대전,가수원,집합,4층,6.8
대전,가수원,집합,5층,5.8
대전,가수원,집합,6층이상,7.3
대전,노은,집합,지하1층,4.1
대전,노은,집합,1층,23.6
대전,노은,집합,2층,7.3
대전,노은,집합,3층,6
대전,노은,집합,4층,5.1
대전,노은,집합,5층,4.7
대전,노은,집합,6층이상,4.5
대전,대전동구청,집합,1층,28.4
대전,대전동구청,집합,2층,8.3
대전,대전동구청,집합,3층,6.4
대전,대전동구청,집합,4층,5.8
대전,대전동구청,집합,5층,5.4
대전,대전동구청,집합,6층이상,4.9
대전,동춘당공원,집합,지하1층,3.1
대전,동춘당공원,집합,1층,20.7
대전,동춘당공원,집합,2층,8.8
대전,동춘당공원,집합,3층,6.2
대전,동춘당공원,집합,4층,5.4
대전,동춘당공원,집합,5층,4.6
대전,동춘당공원,집합,6층이상,4.1
대전,둔산,집합,지하1층,6.6
대전,둔산,집합,1층,22.3
대전,둔산,집합,2층,10.5
대전,둔산,집합,3층,8.6
대전,둔산,집합,4층,7.4
대전,둔산,집합,5층,7.2
대전,둔산,집합,6층이상,6.5
대전,목원대,집합,1층,17.5
대전,목원대,집합,2층,8.7
대전,목원대,집합,3층,7
대전,목원대,집합,4층,7.7
대전,목원대,집합,5층,7.2
대전,목원대,집합,6층이상,8.4
대전,유성온천역,집합,지하1층,3.7
대전,유성온천역,집합,1층,28.4
대전,유성온천역,집합,2층,9.8
대전,유성온천역,집합,3층,9.2
대전,유성온천역,집합,4층,7.1
대전,유성온천역,집합,5층,6.4
대전,유성온천역,집합,6층이상,3.3
울산,삼산동,집합,지하1층,4
울산,삼산동,집합,1층,24.6
울산,삼산동,집합,2층,16.1
울산,삼산동,집합,3층,14.8
울산,삼산동,집합,4층,16.1
울산,삼산동,집합,5층,13.7
울산,삼산동,집합,6층이상,15.3
울산,성남옥교동,집합,지하1층,7.4
울산,성남옥교동,집합,1층,20.4
울산,성남옥교동,집합,2층,10.4
울산,성남옥교동,집합,3층,7.4
울산,성남옥교동,집합,4층,7
울산,성남옥교동,집합,5층,6.4
울산,성남옥교동,집합,6층이상,5.3
울산,신정동,집합,지하1층,3.4
울산,신정동,집합,1층,19.3
울산,신정동,집합,2층,9.8
울산,신정동,집합,3층,8.4
울산,신정동,집합,4층,7.8
울산,신정동,집합,5층,10.2
울산,신정동,집합,6층이상,9.7
울산,울산농소,집합,지하1층,4.3
울산,울산농소,집합,1층,18
울산,울산농소,집합,2층,6.2
울산,울산농소,집합,3층,6.4
울산,울산농소,집합,4층,4.6
울산,전하동,집합,지하1층,4.8
울산,전하동,집합,1층,20.1
울산,전하동,집합,2층,10.5
울산,전하동,집합,3층,7.1
울산,전하동,집합,4층,6.3
울산,전하동,집합,5층,4.1
세종,나성한솔동,집합,1층,16.8
세종,나성한솔동,집합,2층,7
세종,나성한솔동,집합,3층,5
세종,나성한솔동,집합,4층,5.6
세종,나성한솔동,집합,5층,4.5
세종,나성한솔동,집합,6층이상,5.1
세종,세종정부청사,집합,1층,31.6
세종,세종정부청사,집합,2층,11.4
세종,세종정부청사,집합,3층,8.5
세종,세종정부청사,집합,4층,7.9
세종,세종정부청사,집합,5층,8.2
세종,세종정부청사,집합,6층이상,7.4
경기,고양시청,집합,지하1층,7
경기,고양시청,집합,1층,31.9
경기,고양시청,집합,2층,8.8
경기,고양시청,집합,3층,6.2
경기,고양시청,집합,4층,6.4
경기,고양시청,집합,5층,6
경기,고양시청,집합,6층이상,5.6
경기,고잔신도시,집합,1층,21.3
경기,고잔신도시,집합,2층,8.7
경기,고잔신도시,집합,3층,7
경기,고잔신도시,집합,4층,6.5
경기,고잔신도시,집합,5층,6.6
경기,고잔신도시,집합,6층이상,6.7
경기,광교중앙역,집합,지하1층,18.9
경기,광교중앙역,집합,1층,20
경기,광교중앙역,집합,2층,12.3
경기,광교중앙역,집합,3층,9.4
경기,광교중앙역,집합,4층,9.3
경기,광교중앙역,집합,5층,8.7
경기,광명철산,집합,지하1층,9.3
경기,광명철산,집합,1층,45.5
경기,광명철산,집합,2층,15.7
경기,광명철산,집합,3층,10.9
경기,광명철산,집합,4층,10.4
경기,광명철산,집합,5층,10.6
경기,광명철산,집합,6층이상,9.1
경기,금릉역,집합,1층,31.4
경기,금릉역,집합,2층,10.5
경기,금릉역,집합,3층,7.1
경기,금릉역,집합,4층,7
경기,금릉역,집합,5층,6.9
경기,금릉역,집합,6층이상,7.1
경기,김포한강구래,집합,1층,34.6
경기,김포한강구래,집합,2층,11.6
경기,김포한강구래,집합,3층,9.9
경기,김포한강구래,집합,4층,7.8
경기,김포한강구래,집합,5층,7.9
경기,김포한강구래,집합,6층이상,6.7
경기,김포한강장기,집합,1층,33.1
경기,김포한강장기,집합,2층,12.5
경기,김포한강장기,집합,3층,10.2
경기,김포한강장기,집합,4층,9.1
경기,김포한강장기,집합,5층,8.4
경기,김포한강장기,집합,6층이상,7.5
경기,남양주다산,집합,지하1층,8.6
경기,남양주다산,집합,1층,32.7
